attendance_id,employee_id,month,working_days,present_days,leave_days,absent_days,late_days,expected_working_hours,actual_working_hours,overtime_hours,attendance_percentage
463,1041,2025-07,23,22,1,0,1,184,175,3,95.65
464,1041,2025-08,21,20,0,1,0,168,162,0,95.24
465,1041,2025-09,22,21,0,1,1,176,173,3,95.45
466,1041,2025-10,23,23,0,0,2,184,196,10,100.0
467,1041,2025-11,20,20,0,0,1,160,156,0,100.0
468,1041,2025-12,23,22,0,1,1,184,178,2,95.65
469,1042,2025-01,23,22,1,0,0,184,178,0,95.65
470,1042,2025-02,20,19,0,1,0,160,155,2,95.0
471,1042,2025-03,21,20,0,1,0,168,157,0,95.24
472,1042,2025-04,22,21,1,0,0,176,166,0,95.45
473,1042,2025-05,22,22,0,0,2,176,177,1,100.0
474,1042,2025-06,21,20,0,1,2,168,156,0,95.24
475,1042,2025-07,23,22,0,1,0,184,172,0,95.65
476,1042,2025-08,21,18,2,1,2,168,156,12,85.71
477,1042,2025-09,22,22,0,0,0,176,177,0,100.0
478,1042,2025-10,23,22,1,0,1,184,173,1,95.65
479,1042,2025-11,20,20,0,0,0,160,160,0,100.0
480,1042,2025-12,23,23,0,0,1,184,181,0,100.0
481,1043,2025-01,23,20,3,0,2,184,158,0,86.96
482,1043,2025-02,20,19,0,1,2,160,149,0,95.0
483,1043,2025-03,21,20,0,1,2,168,164,2,95.24
484,1043,2025-04,22,19,3,0,2,176,149,0,86.36
485,1043,2025-05,22,19,2,1,1,176,150,0,86.36
486,1043,2025-06,21,20,1,0,2,168,159,0,95.24
487,1043,2025-07,23,22,0,1,2,184,176,0,95.65
488,1043,2025-08,21,21,0,0,0,168,168,0,100.0
489,1043,2025-09,22,21,0,1,1,176,166,0,95.45
490,1043,2025-10,23,23,0,0,1,184,184,0,100.0
491,1043,2025-11,20,18,2,0,2,160,140,0,90.0
492,1043,2025-12,23,22,0,1,0,184,177,0,95.65
493,1044,2025-01,23,22,1,0,2,184,177,0,95.65
494,1044,2025-02,20,19,0,1,1,160,153,0,95.0
495,1044,2025-03,21,20,1,0,0,168,156,0,95.24
496,1044,2025-04,22,16,4,2,2,176,125,0,72.73
497,1044,2025-05,22,19,0,3,3,176,157,7,86.36
498,1044,2025-06,21,14,1,6,5,168,110,0,66.67
499,1044,2025-07,23,22,0,1,1,184,174,0,95.65
500,1044,2025-08,21,14,1,6,4,168,110,0,66.67
501,1044,2025-09,22,21,1,0,0,176,168,0,95.45
502,1044,2025-10,23,23,0,0,1,184,182,1,100.0
503,1044,2025-11,20,20,0,0,1,160,157,0,100.0
504,1044,2025-12,23,23,0,0,1,184,189,9,100.0
505,1045,2025-09,22,21,1,0,0,176,167,0,95.45
506,1045,2025-10,23,23,0,0,2,184,183,0,100.0
507,1045,2025-11,20,16,4,0,2,160,125,0,80.0
508,1045,2025-12,23,23,0,0,2,184,184,0,100.0
509,1046,2025-01,23,22,0,1,1,184,176,0,95.65
510,1046,2025-02,20,20,0,0,2,160,157,0,100.0
511,1046,2025-03,21,16,5,0,5,168,125,0,76.19
512,1046,2025-04,22,20,1,1,2,176,161,0,90.91
513,1046,2025-05,22,21,0,1,1,176,167,0,95.45
514,1046,2025-06,21,21,0,0,0,168,167,0,100.0
515,1046,2025-07,23,18,3,2,3,184,141,0,78.26
516,1046,2025-08,21,21,0,0,2,168,167,3,100.0
517,1046,2025-09,22,22,0,0,1,176,177,0,100.0
518,1046,2025-10,23,21,0,2,1,184,167,0,91.3
519,1046,2025-11,20,20,0,0,2,160,162,0,100.0
520,1046,2025-12,23,23,0,0,1,184,183,1,100.0
521,1047,2025-01,23,22,1,0,2,184,176,0,95.65
522,1047,2025-02,20,15,2,3,2,160,122,3,75.0
523,1047,2025-03,21,20,1,0,0,168,156,0,95.24
524,1047,2025-04,22,22,0,0,2,176,178,4,100.0
525,1047,2025-05,22,21,0,1,0,176,165,0,95.45
526,1047,2025-06,21,21,0,0,0,168,168,0,100.0
527,1047,2025-07,23,21,2,0,3,184,165,0,91.3
528,1047,2025-08,21,19,1,1,2,168,150,0,90.48
529,1047,2025-09,22,19,0,3,1,176,161,11,86.36
530,1047,2025-10,23,22,1,0,0,184,172,0,95.65
531,1047,2025-11,20,19,0,1,2,160,151,0,95.0
532,1047,2025-12,23,22,0,1,1,184,172,0,95.65
533,1048,2025-01,23,23,0,0,0,184,181,0,100.0
534,1048,2025-02,20,18,0,2,1,160,142,1,90.0
535,1048,2025-03,21,17,1,3,3,168,134,0,80.95
536,1048,2025-04,22,22,0,0,0,176,173,0,100.0
537,1048,2025-05,22,22,0,0,1,176,176,3,100.0
538,1048,2025-06,21,20,0,1,1,168,159,0,95.24
539,1048,2025-07,23,22,0,1,0,184,177,0,95.65
540,1048,2025-08,21,16,2,3,5,168,128,2,76.19
541,1048,2025-09,22,22,0,0,2,176,174,0,100.0
542,1048,2025-10,23,22,1,0,0,184,175,0,95.65
543,1048,2025-11,20,19,0,1,0,160,148,0,95.0
544,1048,2025-12,23,21,2,0,1,184,169,0,91.3
545,1049,2025-05,22,17,0,5,2,176,136,0,77.27
546,1049,2025-06,21,21,0,0,1,168,166,0,100.0
547,1049,2025-07,23,17,1,5,4,184,148,10,73.91
548,1049,2025-08,21,20,0,1,2,168,161,0,95.24
549,1049,2025-09,22,21,0,1,1,176,172,8,95.45
550,1049,2025-10,23,22,1,0,2,184,175,1,95.65
551,1049,2025-11,20,20,0,0,0,160,160,0,100.0
552,1049,2025-12,23,21,2,0,3,184,167,0,91.3
553,1050,2025-12,23,18,1,4,3,184,148,3,78.26
554,1051,2025-01,23,22,1,0,0,184,174,0,95.65
555,1051,2025-02,20,20,0,0,2,160,163,6,100.0
556,1051,2025-03,21,20,1,0,1,168,160,0,95.24
557,1051,2025-04,22,22,0,0,1,176,188,10,100.0
558,1051,2025-05,22,21,1,0,1,176,166,1,95.45
559,1051,2025-06,21,20,1,0,1,168,164,3,95.24
560,1051,2025-07,23,21,2,0,2,184,176,7,91.3
561,1051,2025-08,21,18,1,2,2,168,140,0,85.71
562,1051,2025-09,22,19,1,2,1,176,152,1,86.36
563,1051,2025-10,23,23,0,0,2,184,186,1,100.0
564,1051,2025-11,20,20,0,0,0,160,162,4,100.0
565,1051,2025-12,23,18,3,2,3,184,142,0,78.26
566,1052,2025-01,23,22,0,1,0,184,182,7,95.65
567,1052,2025-02,20,17,2,1,2,160,136,0,85.0
568,1052,2025-03,21,20,1,0,2,168,158,0,95.24
569,1052,2025-04,22,21,1,0,2,176,169,0,95.45
570,1052,2025-05,22,22,0,0,0,176,173,0,100.0
571,1052,2025-06,21,14,6,1,4,168,113,0,66.67
572,1052,2025-07,23,22,1,0,2,184,173,0,95.65
573,1052,2025-08,21,15,0,6,5,168,122,0,71.43
574,1052,2025-09,22,22,0,0,2,176,172,0,100.0
575,1052,2025-10,23,22,0,1,1,184,175,0,95.65
576,1052,2025-11,20,19,0,1,1,160,148,0,95.0
577,1052,2025-12,23,23,0,0,2,184,186,0,100.0
578,1053,2025-01,23,23,0,0,0,184,187,2,100.0
579,1053,2025-02,20,20,0,0,1,160,158,0,100.0
580,1053,2025-03,21,21,0,0,1,168,170,0,100.0
581,1053,2025-04,22,21,0,1,1,176,179,9,95.45
582,1053,2025-05,22,22,0,0,1,176,178,0,100.0
583,1053,2025-06,21,20,1,0,2,168,160,4,95.24
584,1053,2025-07,23,19,3,1,3,184,156,4,82.61
585,1053,2025-08,21,21,0,0,1,168,169,0,100.0
586,1053,2025-09,22,17,2,3,3,176,137,4,77.27
587,1053,2025-10,23,23,0,0,0,184,186,2,100.0
588,1053,2025-11,20,20,0,0,0,160,162,0,100.0
589,1053,2025-12,23,22,1,0,0,184,173,0,95.65
590,1054,2025-10,23,21,2,0,1,184,167,0,91.3
591,1054,2025-11,20,19,1,0,2,160,151,0,95.0
592,1054,2025-12,23,23,0,0,2,184,182,1,100.0
593,1055,2025-01,23,23,0,0,2,184,182,0,100.0
594,1055,2025-02,20,15,3,2,5,160,117,0,75.0
595,1055,2025-03,21,17,1,3,2,168,136,2,80.95
596,1055,2025-04,22,21,1,0,2,176,165,0,95.45
597,1055,2025-05,22,21,0,1,2,176,167,0,95.45
598,1055,2025-06,21,19,2,0,3,168,148,0,90.48
599,1055,2025-07,23,22,0,1,2,184,172,0,95.65
600,1055,2025-08,21,20,0,1,0,168,159,0,95.24
601,1055,2025-09,22,17,3,2,2,176,137,4,77.27
602,1055,2025-10,23,23,0,0,2,184,193,10,100.0
603,1055,2025-11,20,19,0,1,1,160,154,0,95.0
604,1055,2025-12,23,22,0,1,1,184,176,0,95.65
605,1056,2025-01,23,22,1,0,1,184,180,3,95.65
606,1056,2025-02,20,18,2,0,2,160,143,0,90.0
607,1056,2025-03,21,17,0,4,4,168,134,0,80.95
608,1056,2025-04,22,16,6,0,5,176,128,0,72.73
609,1056,2025-05,22,22,0,0,0,176,173,0,100.0
610,1056,2025-06,21,21,0,0,0,168,166,0,100.0
611,1056,2025-07,23,23,0,0,1,184,185,3,100.0
612,1056,2025-08,21,21,0,0,1,168,173,3,100.0
613,1056,2025-09,22,21,0,1,0,176,166,0,95.45
614,1056,2025-10,23,21,2,0,3,184,170,0,91.3
615,1056,2025-11,20,20,0,0,2,160,159,0,100.0
616,1056,2025-12,23,22,1,0,1,184,172,0,95.65
617,1057,2025-01,23,22,1,0,1,184,176,3,95.65
618,1057,2025-02,20,18,2,0,1,160,151,9,90.0
619,1057,2025-03,21,21,0,0,2,168,177,12,100.0
620,1057,2025-04,22,21,1,0,2,176,165,0,95.45
621,1057,2025-05,22,22,0,0,0,176,177,0,100.0
622,1057,2025-06,21,21,0,0,0,168,169,0,100.0
623,1057,2025-07,23,18,5,0,3,184,142,0,78.26
624,1057,2025-08,21,21,0,0,1,168,168,0,100.0
625,1057,2025-09,22,21,0,1,0,176,166,0,95.45
626,1057,2025-10,23,21,1,1,3,184,170,0,91.3
627,1057,2025-11,20,20,0,0,1,160,161,0,100.0
628,1057,2025-12,23,20,3,0,3,184,158,1,86.96
629,1058,2025-01,23,19,0,4,5,184,153,0,82.61
630,1058,2025-02,20,19,1,0,2,160,151,0,95.0
631,1058,2025-03,21,21,0,0,0,168,168,1,100.0
632,1058,2025-04,22,20,0,2,2,176,160,0,90.91
633,1058,2025-05,22,21,0,1,2,176,169,0,95.45
634,1058,2025-06,21,19,2,0,3,168,154,0,90.48
635,1058,2025-07,23,22,1,0,2,184,177,0,95.65
636,1058,2025-08,21,20,0,1,0,168,162,0,95.24
637,1058,2025-09,22,21,0,1,1,176,171,2,95.45
638,1058,2025-10,23,23,0,0,2,184,188,3,100.0
639,1058,2025-11,20,20,0,0,2,160,159,0,100.0
640,1058,2025-12,23,23,0,0,2,184,184,3,100.0
641,1059,2025-01,23,23,0,0,1,184,194,8,100.0
642,1059,2025-02,20,19,0,1,1,160,153,0,95.0
643,1059,2025-03,21,20,0,1,2,168,160,0,95.24
644,1059,2025-04,22,22,0,0,2,176,177,0,100.0
645,1059,2025-05,22,22,0,0,2,176,178,0,100.0
646,1059,2025-06,21,20,0,1,1,168,166,4,95.24
647,1059,2025-07,23,23,0,0,1,184,185,0,100.0
648,1059,2025-08,21,20,0,1,1,168,161,0,95.24
649,1059,2025-09,22,21,1,0,1,176,164,0,95.45
650,1059,2025-10,23,18,2,3,2,184,142,0,78.26
651,1059,2025-11,20,19,0,1,2,160,152,0,95.0
652,1059,2025-12,23,23,0,0,0,184,185,0,100.0
653,1060,2025-01,23,22,0,1,0,184,178,0,95.65
654,1060,2025-02,20,20,0,0,2,160,158,0,100.0
655,1060,2025-03,21,18,0,3,3,168,143,0,85.71
656,1060,2025-04,22,21,1,0,0,176,164,0,95.45
657,1060,2025-05,22,19,3,0,2,176,153,0,86.36
658,1060,2025-06,21,21,0,0,0,168,168,1,100.0
659,1060,2025-07,23,22,0,1,0,184,173,0,95.65
660,1060,2025-08,21,21,0,0,0,168,169,0,100.0
661,1060,2025-09,22,20,0,2,2,176,158,0,90.91
662,1060,2025-10,23,20,2,1,3,184,162,0,86.96
663,1060,2025-11,20,16,3,1,5,160,126,0,80.0
664,1060,2025-12,23,22,1,0,2,184,178,0,95.65
665,1061,2025-01,23,23,0,0,0,184,184,1,100.0
666,1061,2025-02,20,19,0,1,2,160,154,0,95.0
667,1061,2025-03,21,20,0,1,0,168,159,0,95.24
668,1061,2025-04,22,22,0,0,2,176,177,0,100.0
669,1061,2025-05,22,17,5,0,5,176,132,0,77.27
670,1061,2025-06,21,21,0,0,2,168,170,0,100.0
671,1061,2025-07,23,21,1,1,1,184,170,0,91.3
672,1061,2025-08,21,16,0,5,3,168,130,0,76.19
673,1061,2025-09,22,22,0,0,2,176,189,12,100.0
674,1061,2025-10,23,18,2,3,2,184,140,0,78.26
675,1061,2025-11,20,19,0,1,2,160,151,3,95.0
676,1061,2025-12,23,23,0,0,0,184,184,3,100.0
677,1062,2025-01,23,23,0,0,2,184,184,0,100.0
678,1062,2025-02,20,19,1,0,0,160,148,0,95.0
679,1062,2025-03,21,20,1,0,1,168,165,4,95.24
680,1062,2025-04,22,22,0,0,2,176,173,0,100.0
681,1062,2025-05,22,21,0,1,1,176,174,8,95.45
682,1062,2025-06,21,21,0,0,2,168,167,0,100.0
683,1062,2025-07,23,22,1,0,0,184,178,0,95.65
684,1062,2025-08,21,21,0,0,2,168,167,0,100.0
685,1062,2025-09,22,22,0,0,2,176,173,0,100.0
686,1062,2025-10,23,22,0,1,1,184,188,10,95.65
687,1062,2025-11,20,16,4,0,3,160,125,0,80.0
688,1062,2025-12,23,20,1,2,2,184,157,0,86.96
689,1063,2025-01,23,22,0,1,1,184,175,0,95.65
690,1063,2025-02,20,20,0,0,1,160,159,0,100.0
691,1063,2025-03,21,18,3,0,1,168,146,0,85.71
692,1063,2025-04,22,19,1,2,1,176,148,0,86.36
693,1063,2025-05,22,22,0,0,2,176,178,1,100.0
694,1063,2025-06,21,20,1,0,2,168,161,2,95.24
695,1063,2025-07,23,21,0,2,3,184,167,0,91.3
696,1063,2025-08,21,20,1,0,1,168,169,10,95.24
697,1063,2025-09,22,21,0,1,0,176,176,6,95.45
698,1063,2025-10,23,20,1,2,2,184,158,0,86.96
699,1063,2025-11,20,20,0,0,1,160,158,0,100.0
700,1063,2025-12,23,23,0,0,1,184,186,0,100.0
701,1064,2025-01,23,22,1,0,0,184,188,11,95.65
702,1064,2025-02,20,20,0,0,1,160,159,3,100.0
703,1064,2025-03,21,20,1,0,2,168,160,0,95.24
704,1064,2025-04,22,22,0,0,0,176,172,0,100.0
705,1064,2025-05,22,19,0,3,3,176,163,12,86.36
706,1064,2025-06,21,20,0,1,1,168,169,12,95.24
707,1064,2025-07,23,22,1,0,2,184,178,0,95.65
708,1064,2025-08,21,21,0,0,0,168,171,1,100.0
709,1064,2025-09,22,21,0,1,1,176,168,0,95.45
710,1064,2025-10,23,23,0,0,0,184,181,0,100.0
711,1064,2025-11,20,17,0,3,2,160,133,0,85.0
712,1064,2025-12,23,22,1,0,1,184,187,12,95.65
713,1065,2025-01,23,23,0,0,0,184,194,10,100.0
714,1065,2025-02,20,20,0,0,2,160,161,0,100.0
715,1065,2025-03,21,21,0,0,1,168,167,1,100.0
716,1065,2025-04,22,20,1,1,1,176,165,5,90.91
717,1065,2025-05,22,21,0,1,2,176,168,0,95.45
718,1065,2025-06,21,20,1,0,2,168,160,0,95.24
719,1065,2025-07,23,23,0,0,1,184,188,3,100.0
720,1065,2025-08,21,21,0,0,0,168,169,0,100.0
721,1065,2025-09,22,22,0,0,2,176,177,0,100.0
722,1065,2025-10,23,23,0,0,2,184,181,0,100.0
723,1065,2025-11,20,19,0,1,1,160,148,0,95.0
724,1065,2025-12,23,22,1,0,0,184,179,1,95.65
725,1066,2025-01,23,20,2,1,2,184,159,0,86.96
726,1066,2025-02,20,19,0,1,2,160,148,0,95.0
727,1066,2025-03,21,20,1,0,1,168,163,1,95.24
728,1066,2025-04,22,21,0,1,1,176,170,0,95.45
729,1066,2025-05,22,22,0,0,0,176,175,1,100.0
730,1066,2025-06,21,19,1,1,1,168,152,0,90.48
731,1066,2025-07,23,20,2,1,1,184,161,0,86.96
732,1066,2025-08,21,21,0,0,0,168,167,2,100.0
733,1066,2025-09,22,22,0,0,1,176,173,0,100.0
734,1066,2025-10,23,23,0,0,2,184,182,0,100.0
735,1066,2025-11,20,20,0,0,2,160,162,0,100.0
736,1066,2025-12,23,22,1,0,0,184,172,0,95.65
737,1067,2025-01,23,23,0,0,0,184,183,0,100.0
738,1067,2025-02,20,20,0,0,0,160,161,0,100.0
739,1067,2025-03,21,14,5,2,2,168,112,0,66.67
740,1067,2025-04,22,21,0,1,0,176,174,5,95.45
741,1067,2025-05,22,21,1,0,2,176,166,0,95.45
742,1067,2025-06,21,20,1,0,0,168,159,0,95.24
743,1067,2025-07,23,18,5,0,4,184,144,0,78.26
744,1067,2025-08,21,21,0,0,1,168,176,8,100.0
745,1067,2025-09,22,22,0,0,2,176,180,4,100.0
746,1067,2025-10,23,22,1,0,0,184,186,12,95.65
747,1067,2025-11,20,19,0,1,2,160,155,5,95.0
748,1067,2025-12,23,22,1,0,1,184,176,0,95.65
749,1068,2025-01,23,22,0,1,0,184,174,0,95.65
750,1068,2025-02,20,20,0,0,2,160,159,0,100.0
751,1068,2025-03,21,21,0,0,1,168,166,0,100.0
752,1068,2025-04,22,22,0,0,2,176,176,0,100.0
753,1068,2025-05,22,21,1,0,0,176,173,4,95.45
754,1068,2025-06,21,16,2,3,5,168,128,2,76.19
755,1068,2025-07,23,20,1,2,2,184,161,0,86.96
756,1068,2025-08,21,21,0,0,2,168,168,3,100.0
757,1068,2025-09,22,17,4,1,2,176,137,0,77.27
758,1068,2025-10,23,20,3,0,3,184,157,0,86.96
759,1068,2025-11,20,20,0,0,2,160,162,5,100.0
760,1068,2025-12,23,22,0,1,2,184,186,11,95.65
761,1069,2025-01,23,23,0,0,0,184,195,9,100.0
762,1069,2025-02,20,17,3,0,3,160,134,2,85.0
763,1069,2025-03,21,21,0,0,0,168,168,0,100.0
764,1069,2025-04,22,21,0,1,0,176,174,8,95.45
765,1069,2025-05,22,16,4,2,3,176,126,0,72.73
766,1069,2025-06,21,19,0,2,3,168,148,0,90.48
767,1069,2025-07,23,16,1,6,2,184,130,0,69.57
768,1069,2025-08,21,20,0,1,0,168,159,0,95.24
769,1069,2025-09,22,20,2,0,1,176,156,0,90.91
770,1069,2025-10,23,22,0,1,2,184,172,0,95.65
771,1069,2025-11,20,19,0,1,2,160,149,0,95.0
772,1069,2025-12,23,22,0,1,0,184,178,0,95.65
773,1070,2025-01,23,18,2,3,5,184,145,5,78.26
774,1070,2025-02,20,14,0,6,4,160,110,0,70.0
775,1070,2025-03,21,14,0,7,3,168,112,0,66.67
776,1070,2025-04,22,19,2,1,1,176,154,1,86.36
777,1070,2025-05,22,19,0,3,3,176,151,0,86.36
778,1070,2025-06,21,20,0,1,1,168,157,0,95.24
779,1070,2025-07,23,22,1,0,1,184,172,0,95.65
780,1070,2025-08,21,20,0,1,2,168,162,2,95.24
781,1070,2025-09,22,22,0,0,1,176,174,0,100.0
782,1070,2025-10,23,22,1,0,1,184,173,0,95.65
783,1070,2025-11,20,20,0,0,2,160,172,12,100.0
784,1070,2025-12,23,22,0,1,1,184,175,1,95.65
785,1071,2025-01,23,18,0,5,5,184,144,2,78.26
786,1071,2025-02,20,17,3,0,1,160,138,6,85.0
787,1071,2025-03,21,20,1,0,1,168,161,0,95.24
788,1071,2025-04,22,15,0,7,3,176,120,0,68.18
789,1071,2025-05,22,21,1,0,1,176,169,0,95.45
790,1071,2025-06,21,21,0,0,2,168,168,0,100.0
791,1071,2025-07,23,23,0,0,0,184,180,0,100.0
792,1071,2025-08,21,20,0,1,1,168,157,0,95.24
793,1071,2025-09,22,17,0,5,5,176,133,0,77.27
794,1071,2025-10,23,19,2,2,5,184,150,1,82.61
795,1071,2025-11,20,19,1,0,0,160,149,0,95.0
796,1071,2025-12,23,23,0,0,2,184,186,0,100.0
797,1072,2025-01,23,23,0,0,0,184,186,0,100.0
798,1072,2025-02,20,19,0,1,1,160,149,0,95.0
799,1072,2025-03,21,21,0,0,1,168,167,0,100.0
800,1072,2025-04,22,22,0,0,0,176,177,2,100.0
801,1072,2025-05,22,22,0,0,2,176,177,2,100.0
802,1072,2025-06,21,16,3,2,2,168,129,0,76.19
803,1072,2025-07,23,23,0,0,1,184,185,1,100.0
804,1072,2025-08,21,20,0,1,2,168,156,0,95.24
805,1072,2025-09,22,21,0,1,0,176,165,0,95.45
806,1072,2025-10,23,22,0,1,2,184,174,0,95.65
807,1072,2025-11,20,19,1,0,2,160,150,0,95.0
808,1072,2025-12,23,22,1,0,2,184,186,8,95.65
809,1073,2025-01,23,23,0,0,0,184,188,5,100.0
810,1073,2025-02,20,17,0,3,3,160,137,0,85.0
811,1073,2025-03,21,20,1,0,0,168,157,0,95.24
812,1073,2025-04,22,17,0,5,5,176,138,0,77.27
813,1073,2025-05,22,22,0,0,0,176,176,0,100.0
814,1073,2025-06,21,20,1,0,0,168,162,0,95.24
815,1073,2025-07,23,23,0,0,2,184,185,0,100.0
816,1073,2025-08,21,21,0,0,1,168,169,0,100.0
817,1073,2025-09,22,21,1,0,0,176,176,11,95.45
818,1073,2025-10,23,23,0,0,0,184,187,1,100.0
819,1073,2025-11,20,20,0,0,2,160,158,0,100.0
820,1073,2025-12,23,23,0,0,0,184,181,0,100.0
821,1074,2025-01,23,22,1,0,0,184,173,0,95.65
822,1074,2025-02,20,19,1,0,1,160,149,0,95.0
823,1074,2025-03,21,21,0,0,1,168,168,0,100.0
824,1074,2025-04,22,21,0,1,2,176,168,0,95.45
825,1074,2025-05,22,21,1,0,0,176,164,0,95.45
826,1074,2025-06,21,18,1,2,3,168,140,0,85.71
827,1074,2025-07,23,22,0,1,1,184,175,0,95.65
828,1074,2025-08,21,17,4,0,5,168,136,0,80.95
829,1074,2025-09,22,21,1,0,2,176,164,0,95.45
830,1074,2025-10,23,21,1,1,3,184,164,0,91.3
831,1074,2025-11,20,20,0,0,1,160,160,0,100.0
832,1074,2025-12,23,22,1,0,2,184,178,0,95.65
833,1075,2025-05,22,16,0,6,5,176,129,0,72.73
834,1075,2025-06,21,20,1,0,1,168,165,3,95.24
835,1075,2025-07,23,23,0,0,1,184,184,0,100.0
836,1075,2025-08,21,21,0,0,1,168,165,0,100.0
837,1075,2025-09,22,22,0,0,1,176,177,0,100.0
838,1075,2025-10,23,22,0,1,0,184,175,0,95.65
839,1075,2025-11,20,19,1,0,1,160,151,0,95.0
840,1075,2025-12,23,22,1,0,0,184,176,3,95.65
841,1076,2025-08,21,21,0,0,0,168,170,0,100.0
842,1076,2025-09,22,22,0,0,2,176,174,0,100.0
843,1076,2025-10,23,22,0,1,0,184,187,10,95.65
844,1076,2025-11,20,17,0,3,3,160,138,0,85.0
845,1076,2025-12,23,22,0,1,2,184,185,12,95.65
846,1077,2025-01,23,22,0,1,2,184,172,0,95.65
847,1077,2025-02,20,19,1,0,2,160,161,11,95.0
848,1077,2025-03,21,20,1,0,2,168,162,4,95.24
849,1077,2025-04,22,20,0,2,3,176,157,0,90.91
850,1077,2025-05,22,22,0,0,1,176,176,0,100.0
851,1077,2025-06,21,20,1,0,1,168,159,0,95.24
852,1077,2025-07,23,22,1,0,2,184,177,0,95.65
853,1077,2025-08,21,21,0,0,2,168,164,0,100.0
854,1077,2025-09,22,22,0,0,1,176,181,3,100.0
855,1077,2025-10,23,22,1,0,1,184,173,0,95.65
856,1077,2025-11,20,20,0,0,2,160,160,1,100.0
857,1077,2025-12,23,22,0,1,2,184,172,0,95.65
858,1078,2025-01,23,22,1,0,0,184,178,0,95.65
859,1078,2025-02,20,19,0,1,2,160,149,0,95.0
860,1078,2025-03,21,20,0,1,0,168,171,12,95.24
861,1078,2025-04,22,21,0,1,1,176,170,0,95.45
862,1078,2025-05,22,20,0,2,3,176,160,0,90.91
863,1078,2025-06,21,17,1,3,5,168,133,0,80.95
864,1078,2025-07,23,23,0,0,1,184,185,0,100.0
865,1078,2025-08,21,18,1,2,1,168,144,0,85.71
866,1078,2025-09,22,22,0,0,0,176,175,0,100.0
867,1078,2025-10,23,22,1,0,2,184,175,0,95.65
868,1078,2025-11,20,19,0,1,0,160,148,0,95.0
869,1078,2025-12,23,22,1,0,0,184,176,0,95.65
870,1079,2025-01,23,22,0,1,1,184,179,1,95.65
871,1079,2025-02,20,19,1,0,2,160,158,4,95.0
872,1079,2025-03,21,19,1,1,3,168,157,9,90.48
873,1079,2025-04,22,19,0,3,1,176,152,3,86.36
874,1079,2025-05,22,21,0,1,2,176,168,0,95.45
875,1079,2025-06,21,20,0,1,0,168,156,0,95.24
876,1079,2025-07,23,22,0,1,2,184,178,1,95.65
877,1079,2025-08,21,18,0,3,2,168,142,0,85.71
878,1079,2025-09,22,17,0,5,4,176,139,4,77.27
879,1079,2025-10,23,22,0,1,2,184,177,0,95.65
880,1079,2025-11,20,19,0,1,1,160,153,0,95.0
881,1079,2025-12,23,22,0,1,0,184,177,0,95.65
882,1080,2025-01,23,23,0,0,1,184,185,4,100.0
883,1080,2025-02,20,20,0,0,1,160,162,0,100.0
884,1080,2025-03,21,20,1,0,0,168,162,0,95.24
885,1080,2025-04,22,22,0,0,1,176,175,1,100.0
886,1080,2025-05,22,22,0,0,2,176,174,1,100.0
887,1080,2025-06,21,18,3,0,3,168,142,0,85.71
888,1080,2025-07,23,22,0,1,0,184,178,2,95.65
889,1080,2025-08,21,20,1,0,2,168,157,0,95.24
890,1080,2025-09,22,20,1,1,1,176,160,0,90.91
891,1080,2025-10,23,20,3,0,2,184,160,0,86.96
892,1080,2025-11,20,20,0,0,1,160,161,0,100.0
893,1080,2025-12,23,22,0,1,1,184,178,0,95.65
894,1081,2025-01,23,21,1,1,3,184,170,5,91.3
895,1081,2025-02,20,19,1,0,0,160,152,4,95.0
896,1081,2025-03,21,20,1,0,1,168,166,4,95.24
897,1081,2025-04,22,21,1,0,2,176,180,12,95.45
898,1081,2025-05,22,21,1,0,1,176,165,0,95.45
899,1081,2025-06,21,21,0,0,2,168,164,0,100.0
900,1081,2025-07,23,21,1,1,3,184,166,0,91.3
901,1081,2025-08,21,21,0,0,2,168,170,0,100.0
902,1081,2025-09,22,21,1,0,0,176,164,0,95.45
903,1081,2025-10,23,20,3,0,1,184,157,0,86.96
904,1081,2025-11,20,19,0,1,0,160,153,0,95.0
905,1081,2025-12,23,22,0,1,2,184,173,0,95.65
906,1082,2025-01,23,22,0,1,2,184,175,0,95.65
907,1082,2025-02,20,19,1,0,1,160,150,0,95.0
908,1082,2025-03,21,20,0,1,1,168,159,0,95.24
909,1082,2025-04,22,21,0,1,0,176,164,0,95.45
910,1082,2025-05,22,22,0,0,2,176,175,0,100.0
911,1082,2025-06,21,21,0,0,1,168,168,0,100.0
912,1082,2025-07,23,22,0,1,0,184,177,0,95.65
913,1082,2025-08,21,20,0,1,0,168,156,0,95.24
914,1082,2025-09,22,21,1,0,1,176,166,0,95.45
915,1082,2025-10,23,23,0,0,0,184,182,0,100.0
916,1082,2025-11,20,19,1,0,1,160,152,0,95.0
917,1082,2025-12,23,21,0,2,1,184,164,0,91.3
918,1083,2025-01,23,23,0,0,0,184,181,1,100.0
919,1083,2025-02,20,19,1,0,1,160,148,0,95.0
920,1083,2025-03,21,21,0,0,0,168,167,0,100.0
921,1083,2025-04,22,20,0,2,2,176,169,9,90.91
922,1083,2025-05,22,20,2,0,2,176,166,9,90.91
923,1083,2025-06,21,19,0,2,3,168,153,0,90.48
924,1083,2025-07,23,21,0,2,2,184,168,0,91.3
925,1083,2025-08,21,19,1,1,1,168,156,4,90.48
926,1083,2025-09,22,22,0,0,2,176,174,0,100.0
